poll_reading_id,poll_sample_id,source_document_id,source_locator,contest_type,contest_id,question_order_status,question_order,document_display_order,question_text_status,question_text,scenario_label,population,turnout_screen,turnout_screen_text,denominator_type,denominator_text,unweighted_base_status,unweighted_base,weighted_base_status,weighted_base,reported_base_status,reported_base,tested_choice_set_status,response_coverage,reported_share_unit,reported_share_precision,notes,reading_purpose
forum_2014_may21_four_way_no_ford,forum_city_2014_05_21_n923,forum_2014_may21_release,"PDF p. 14, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Karen Stintz, John Tory and David Soknacki?",four-candidate field without a Ford,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,923,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_may21_five_way_norm_kelly,forum_city_2014_05_21_n923,forum_2014_may21_release,"PDF p. 16, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Karen Stintz, John Tory, Norm Kelly and David Soknacki?",five-candidate hypothetical including Norm Kelly,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,923,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_may21_three_way_rob,forum_city_2014_05_21_n923,forum_2014_may21_release,"PDF p. 19, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory and Olivia Chow?",three-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,923,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_may21_three_way_doug,forum_city_2014_05_21_n923,forum_2014_may21_release,"PDF p. 21, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,6,reported,"If a mayoral election were held today, who would you vote for if the candidates were Doug Ford, John Tory and Olivia Chow?",three-candidate Doug Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,923,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jun23_five_way_rob,forum_city_2014_06_23_n890,forum_2014_jun24_release,"PDF p. 28, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Doug Ford, Karen Stintz, John Tory, Olivia Chow, and David Soknacki?",five-way table headed and labelled Rob Ford; printed question names Doug Ford,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,890,unknown,complete,percent,0,The source internally conflicts: the table heading and rows say Rob Ford while the printed question says Doug Ford. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jun23_four_way_no_ford,forum_city_2014_06_23_n890,forum_2014_jun24_release,"PDF p. 31, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Karen Stintz, John Tory and David Soknacki?",four-candidate field without a Ford,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,890,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jun23_three_way_rob,forum_city_2014_06_23_n890,forum_2014_jun24_release,"PDF p. 33, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory and Olivia Chow?",three-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,890,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jun23_two_way_tory_chow,forum_city_2014_06_23_n890,forum_2014_jun24_release,"PDF p. 35, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory and Olivia Chow?",two-candidate John Tory / Olivia Chow field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,890,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jul02_five_way_rob,forum_city_2014_07_02_n1182,forum_2014_jul02_release,"PDF p. 14, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Doug Ford, Karen Stintz, John Tory, Olivia Chow, and David Soknacki?",five-way table headed and labelled Rob Ford; printed question names Doug Ford,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1182,unknown,complete,percent,0,The source internally conflicts: the table heading and rows say Rob Ford while the printed question says Doug Ford. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jul02_four_way_no_ford_trend,forum_city_2014_07_02_n1182,forum_2014_jul02_release,"PDF p. 15, July 2 row of 4-Way Mayoral Trial Heats Trending",mayoral,toronto-mayor-2014,not_reported,,2,not_reported,,"four-candidate field without a Ford, trend-table evidence only",Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1182,complete,complete,percent,0,Only a current-wave row in a first-party trend table survives; no question wording or denominator is attributed from another reading. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jul02_three_way_rob_trend,forum_city_2014_07_02_n1182,forum_2014_jul02_release,"PDF p. 15, July 2 row of 3-Way Mayoral Trial Heats Trending",mayoral,toronto-mayor-2014,not_reported,,3,not_reported,,"three-candidate Rob Ford field, trend-table evidence only",Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1182,complete,complete,percent,0,Only a current-wave row in a first-party trend table survives; no question wording or denominator is attributed from another reading. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jul02_two_way_tory_chow_trend,forum_city_2014_07_02_n1182,forum_2014_jul02_release,"PDF p. 15, July 2 row of 2-Way Mayoral Trial Heats Trending",mayoral,toronto-mayor-2014,not_reported,,4,not_reported,,"two-candidate John Tory / Olivia Chow field, trend-table evidence only",Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1182,complete,complete,percent,0,Only a current-wave row in a first-party trend table survives; no question wording or denominator is attributed from another reading. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jul21_five_way_rob,forum_city_2014_07_21_n1063,forum_2014_jul21_release,"PDF p. 7, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, John Tory, Olivia Chow, and David Soknacki?",five-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_jul21_three_way_rob,forum_city_2014_07_21_n1063,forum_2014_jul21_release,"PDF p. 9, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory and Olivia Chow?",three-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_aug06_three_way_rob_trend,forum_city_2014_08_05_06_n1268,forum_2014_aug06_release,"PDF p. 4, August 5-6 row of 3-Way Mayoral Trial Heats Trending",mayoral,toronto-mayor-2014,not_reported,,1,not_reported,,"three-candidate Rob Ford field, trend-table evidence only",Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1268,complete,complete,percent,0,Exact trend-table values are preserved; the source does not print the underlying question wording denominator or a detailed demographic table for this reading. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_aug06_five_way_rob,forum_city_2014_08_05_06_n1268,forum_2014_aug06_release,"PDF p. 8, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, John Tory, Olivia Chow, and David Soknacki?",five-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1268,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_aug06_four_way_rob,forum_city_2014_08_05_06_n1268,forum_2014_aug06_release,"PDF p. 10, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory, David Soknacki and Olivia Chow?",four-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1268,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_aug26_four_way_rob,forum_city_2014_08_25_26_n1945,forum_2014_aug26_release,"PDF p. 7, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory, David Soknacki and Olivia Chow?",four-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1945,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_aug26_three_way_rob,forum_city_2014_08_25_26_n1945,forum_2014_aug26_release,"PDF p. 9, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory, David Soknacki and Olivia Chow?",three-way table headed and labelled Rob Ford / John Tory / Olivia Chow; printed question includes David Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1945,unknown,complete,percent,0,The source internally conflicts: the table heading and rows omit David Soknacki while the printed question includes him. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep08_four_way_rob,forum_city_2014_09_08_n1069,forum_2014_sep08_release,"PDF p. 9, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"Who will you vote for in the mayoral election on October 27 if the candidates are Rob Ford, John Tory, David Soknacki and Olivia Chow?",four-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1069,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep08_three_way_rob,forum_city_2014_09_08_n1069,forum_2014_sep08_release,"PDF p. 10, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"Who will you vote for if the candidates are Rob Ford, John Tory and Olivia Chow?",three-candidate Rob Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1069,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep08_two_way_rob_tory,forum_city_2014_09_08_n1069,forum_2014_sep08_release,"PDF p. 11, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,3,reported,Who will you vote for if the candidates are Rob Ford and John Tory?,two-candidate Rob Ford / John Tory field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1069,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep12_three_way_doug,forum_city_2014_09_12_n1228,forum_2014_sep12_release,"PDF p. 6, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"Who will you vote for in the mayoral election on October 27 if the candidates are Doug Ford, John Tory and Olivia Chow?",three-candidate Doug Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1228,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep12_two_way_tory_chow,forum_city_2014_09_12_n1228,forum_2014_sep12_release,"PDF p. 7, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,Who will you vote for if the candidates are John Tory and Olivia Chow?,two-candidate John Tory / Olivia Chow field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1228,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep22_current_field_trend,forum_city_2014_09_22_n1164,forum_2014_sep29_release,"PDF p. 3, September 22 row of Mayoral Horserace - Trending",mayoral,toronto-mayor-2014,not_reported,,1,not_reported,,"Doug Ford / John Tory / Olivia Chow current field, trend-table evidence only",Toronto voters age 18+,none,,not_reported,,not_reported,,not_reported,,reported,1164,complete,complete,percent,0,The original release omits the full current-field table; values survive in the next first-party release's trend table. No question wording denominator or split residual is inferred. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep22_two_way_tory_doug,forum_city_2014_09_22_n1164,forum_2014_sep22_release,"PDF p. 10, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,Who will you vote for if the candidates are John Tory and Doug Ford?,two-candidate John Tory / Doug Ford field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1164,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep22_two_way_tory_chow,forum_city_2014_09_22_n1164,forum_2014_sep22_release,"PDF p. 11, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,Who will you vote for if the candidates are John Tory and Olivia Chow?,two-candidate John Tory / Olivia Chow field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1164,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep22_two_way_doug_chow,forum_city_2014_09_22_n1164,forum_2014_sep22_release,"PDF p. 12, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,3,reported,Who will you vote for if the candidates are Doug Ford and Olivia Chow?,two-candidate Doug Ford / Olivia Chow field,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1164,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_sep29_decided_leaning,forum_city_2014_09_29_n1202,forum_2014_sep29_release,"PDF p. 4, [All Respondents] Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If the election for Toronto’s mayor were held today, who would you vote for? + Although you may not have made up your mind, which candidate are you leaning to at this time?",published current field,Toronto voters age 18+,none,,custom,[All Respondents] table label; release identifies decided and leaning Toronto voters,not_reported,,not_reported,,reported,1167,complete,complete,percent,0,"The release recruited 1,202 voters but the ballot table publishes Sample 1,167; the source's own denominator language is preserved. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.",general_vote_intention
forum_2014_oct06_decided_leaning,forum_city_2014_10_06_n1218,forum_2014_oct06_release,"PDF p. 4, [Decided/Leaning] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If the election for Toronto's mayor were held today, who would you vote for? + Although you may not have made up your mind, which candidate are you leaning to at this time?",published current field,Toronto voters age 18+,none,,custom,[Decided/Leaning],not_reported,,not_reported,,reported,1196,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_oct15_decided_leaning,forum_city_2014_10_15_n1241,forum_2014_oct15_release,"PDF p. 4, [Decided/Leaning] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If the election for Toronto's mayor were held today, who would you vote for? + Although you may not have made up your mind, which candidate are you leaning to at this time?",published current field,Toronto voters age 18+,none,,custom,[Decided/Leaning],not_reported,,not_reported,,reported,1223,complete,complete,percent,0,Release and methodology date the sample October 15; the trend table labels it October 14. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_oct20_decided_leaning,forum_city_2014_10_20_n852,forum_2014_oct20_release,"PDF p. 4, [Decided/Leaning] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If the election for Toronto’s mayor were held today, who would you vote for, or who have you already voted for in the advance polls? + Although you may not have made up your mind, which candidate are you leaning to at this time?",published current field including advance votes,Toronto voters absolutely certain to vote or already voted,custom,Absolutely certain to vote or already voted,custom,[Decided/Leaning] among screened likely/already-voted respondents,not_reported,,not_reported,,reported,847,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_oct25_decided_leaning,forum_city_2014_10_25_n986,forum_2014_oct26_release,"PDF p. 4, [Decided/Leaning] Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If the election for Toronto’s mayor were held today, who would you vote for, or who have you already voted for in the advance polls? + Although you may not have made up your mind, which candidate are you leaning to at this time?",published current field including advance votes,Toronto voters absolutely certain to vote or already voted,custom,Absolutely certain to vote or already voted,custom,[Decided/Leaning] among screened likely/already-voted respondents,not_reported,,not_reported,,reported,975,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2018_jul27_decided_leaning,forum_city_2018_07_27_n1328,forum_2018_jul27_release,"PDF p. 4, [Decided/Leaning] Total column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"If a municipal election were held today, who would you vote for as mayor? + Even though you may not have made up your mind, which candidate are you leaning towards at this time?",John Tory / Jennifer Keesmaat field,Toronto voters,none,,custom,[Decided/Leaning],not_reported,,not_reported,,reported,1013,complete,complete,percent,0,"Fieldwork year 2018 is inferred from the archived filename, release content and current trend row; the source's January/2017 boilerplate errors are preserved in provenance. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.",general_vote_intention
forum_2018_aug27_decided_leaning,forum_city_2018_08_27_n1242,forum_2018_aug28_release,"PDF p. 4, [Decided and leaning] Total column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"If a municipal election were held today, who would you vote for as mayor? + Even though you may not have made up your mind, which candidate are you leaning towards at this time?",John Tory / Jennifer Keesmaat field,Toronto voters,none,,custom,[Decided and leaning],not_reported,,not_reported,,reported,1023,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2018_sep06_decided_leaning,forum_city_2018_09_06_n811,forum_2018_sep07_release,"PDF p. 6, [Decided and leaning] TOTAL (u/w) column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"If a municipal election were held today, who would you vote for as mayor? + Even though you may not have made up your mind, which candidate are you leaning towards at this time?*",published current field,Toronto voters,none,,custom,[Decided and leaning],reported,729,not_reported,,not_reported,,complete,complete,percent,0,"Fieldwork year 2018 is inferred from release date, archived filename and current trend row; methodology's 2017 typo is preserved in provenance. This exact public sample has no safe legacy proxy match. Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.",general_vote_intention
forum_2018_sep24_decided_leaning,forum_city_2018_09_20_24_n944,forum_2018_sep25_release,"PDF p. 8, [Decided/Leaning] TOTAL (u/w) column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"If a municipal election were held today, who would you vote for as mayor?",published current field,Toronto voters,none,,custom,[Decided/Leaning],reported,839,not_reported,,not_reported,,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2018_oct05_decided_leaning,forum_city_2018_10_03_05_n987,forum_2018_oct09_horserace,"PDF p. 4, [Decided/Leaning] TOTAL (u/w) column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"If a municipal election were held today, who would you vote for as mayor?",published current field,Toronto voters,none,,custom,[Decided/Leaning],reported,910,not_reported,,not_reported,,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2018_oct10_decided_leaning,forum_city_2018_10_09_10_n1206,forum_2018_oct15_release,"PDF p. 4, [Decided/Leaning] TOTAL (u/w) column",mayoral,toronto-mayor-2018,not_reported,,1,reported,"If a municipal election were held today, who would you vote for as mayor?",published current field,Toronto voters,none,,custom,[Decided/Leaning],reported,1109,not_reported,,not_reported,,complete,complete,percent,0,Source-published values and response labels are preserved without normalization. Questionnaire order and routing are not reported; display order and option order describe publication layout only.,general_vote_intention
forum_2014_feb24_ford_tory,forum_city_2014_02_24_n1310,forum_2014_feb25_release,"PDF p. 19, 'Ford / Tory' [All Respondents] table, Total column",mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford and John Tory?","two-candidate field (Ford, Tory)",Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1310,complete,complete,percent,0,Extracted from the [All Respondents] Total column of the detailed crosstab; source-published values and question wording preserved without normalization.,general_vote_intention
forum_2014_feb24_ford_tory_chow,forum_city_2014_02_24_n1310,forum_2014_feb25_release,"PDF p. 21, 'Ford / Tory / Chow' [All Respondents] table, Total column",mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory and Olivia Chow?","three-candidate field (Ford, Tory, Chow)",Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1310,complete,complete,percent,0,Extracted from the [All Respondents] Total column of the detailed crosstab; source-published values and question wording preserved without normalization.,general_vote_intention
forum_2014_feb24_four_way_ford,forum_city_2014_02_24_n1310,forum_2014_feb25_release,"PDF p. 24, 'Ford / Tory / Stintz / Soknacki' [All Respondents] table, Total column",mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory, Karen Stintz and David Soknacki?","four-candidate field with Rob Ford (Ford, Tory, Stintz, Soknacki)",Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1310,complete,complete,percent,0,Extracted from the [All Respondents] Total column of the detailed crosstab; source-published values and question wording preserved without normalization.,general_vote_intention
forum_2014_feb24_four_way_no_ford,forum_city_2014_02_24_n1310,forum_2014_feb25_release,"PDF p. 27, 'Stintz / Chow / Soknacki / Tory' [All Respondents] table, Total column",mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory, Olivia Chow, Karen Stintz and David Soknacki?","four-candidate field without Ford (Tory, Chow, Stintz, Soknacki)",Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1310,complete,complete,percent,0,Extracted from the [All Respondents] Total column of the detailed crosstab; source-published values and question wording preserved without normalization.,general_vote_intention
forum_2014_feb24_five_way,forum_city_2014_02_24_n1310,forum_2014_feb25_release,"PDF p. 30, 'Ford / Chow / Stintz / Tory / Soknacki' [All Respondents] table, Total column",mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?","five-candidate field (Ford, Chow, Stintz, Tory, Soknacki)",Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1310,complete,complete,percent,0,Extracted from the [All Respondents] Total column of the detailed crosstab; source-published values and question wording preserved without normalization.,general_vote_intention
forum_2013_aug29_release__r1,forum_city_2013_08_29_n848,forum_2013_aug29_release,p.4 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford and Olivia Chow?",Ford / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,848,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2013_aug29_release__r2,forum_city_2013_08_29_n848,forum_2013_aug29_release,p.7 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford and John Tory?",Ford / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,848,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2013_aug29_release__r3,forum_city_2013_08_29_n848,forum_2013_aug29_release,p.10 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford and Karen Stintz?",Ford / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,848,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2013_aug29_release__r4,forum_city_2013_08_29_n848,forum_2013_aug29_release,p.13 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford and Denzil Minnan-Wong?",Ford / Minnan-Wong,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,848,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2013_aug29_release__r5,forum_city_2013_08_29_n848,forum_2013_aug29_release,p.16 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, John Tory and Karen Stintz?",Ford / Chow / Tory / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,848,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_jan22_release__r1,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.13 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz and David Soknacki?",Ford / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
